serie,idade,genero,cor_raca,estado_civil,renda_per_capita,trabalha,acesso_internet,possui_computador,tipo_escola_origem,distorcao_idade_serie,assistencia_pe_de_meia,nota_media,frequencia,media_atividades,taxa_entrega_atividades,reprovacoes,situacao
3,24,Masculino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Sim,Nao,7.5,75.4,8.1,65.9,1,Em Risco
1,15,Feminino,Parda,Solteiro,"Ate 0,5 SM",Sim,Nao,Nao,Publica,Nao,Sim,6.9,90.4,5.5,39.6,0,Em Risco
3,17,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Privada,Nao,Sim,6.5,87.2,6.3,81.0,1,Aprovado
2,16,Masculino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Sim,Publica,Nao,Nao,6.9,91.5,5.7,61.7,1,Aprovado
2,16,Feminino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Nao,Sim,3.6,80.8,4.7,90.8,0,Reprovado
1,21,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Sim,Sim,7.5,82.9,6.7,60.3,1,Aprovado
2,16,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,9.2,93.2,9.4,89.3,0,Aprovado
1,15,Masculino,Branca,Solteiro,"0,5-1 SM",Nao,Sim,Sim,Publica,Nao,Nao,6.3,87.9,6.1,76.8,0,Em Risco
2,16,Masculino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Sim,Privada,Nao,Nao,6.4,86.0,4.8,53.0,0,Em Risco
2,19,Masculino,Preta,Solteiro,"0,5-1 SM",Nao,Sim,Sim,Publica,Sim,Nao,6.8,83.9,6.4,70.8,1,Aprovado
3,17,Masculino,Branca,Solteiro,Acima de 1 SM,Nao,Sim,Sim,Publica,Nao,Nao,5.5,67.7,6.4,55.3,0,Reprovado
3,18,Feminino,Parda,Solteiro,"0,5-1 SM",Sim,Sim,Nao,Publica,Nao,Nao,4.7,68.0,6.9,62.6,1,Reprovado
2,19,Masculino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Nao,Privada,Sim,Nao,6.2,84.8,5.5,57.0,2,Aprovado
1,15,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Privada,Nao,Sim,5.8,80.7,7.3,73.9,1,Em Risco
1,15,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Nao,Nao,Publica,Nao,Sim,6.6,83.9,5.4,58.9,0,Aprovado
1,15,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Nao,Nao,Publica,Nao,Nao,5.4,78.3,4.6,57.2,1,Em Risco
1,17,Feminino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Sim,Nao,8.0,97.7,6.5,92.2,1,Aprovado
1,15,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Privada,Nao,Sim,7.5,94.0,5.7,54.2,0,Aprovado
1,15,Feminino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,7.3,95.5,7.2,61.2,0,Aprovado
3,20,Masculino,Parda,Casado/Uniao,Acima de 1 SM,Nao,Sim,Nao,Publica,Sim,Nao,5.3,79.5,5.2,49.3,1,Reprovado
2,16,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Privada,Nao,Sim,9.7,95.2,8.3,84.0,0,Aprovado
1,15,Feminino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Sim,Publica,Nao,Nao,6.4,78.9,5.4,51.4,1,Em Risco
2,16,Masculino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Sim,Publica,Nao,Nao,5.9,74.1,6.0,62.7,1,Em Risco
1,17,Masculino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Sim,Publica,Sim,Sim,6.7,90.1,6.6,69.3,1,Em Risco
2,16,Masculino,Branca,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,6.7,79.7,7.3,62.8,1,Aprovado
2,16,Masculino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,5.4,75.3,4.3,42.2,1,Reprovado
2,17,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Nao,9.3,96.8,6.9,66.9,0,Aprovado
2,17,Feminino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Sim,Publica,Nao,Nao,8.1,100.0,5.2,52.2,0,Aprovado
3,17,Feminino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,6.5,87.3,5.0,63.1,0,Em Risco
3,17,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Sim,Publica,Nao,Sim,9.9,96.6,8.1,71.3,0,Aprovado
2,16,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Sim,Privada,Nao,Sim,8.0,93.4,7.6,78.6,1,Aprovado
2,16,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,6.4,95.6,6.3,68.8,1,Em Risco
2,16,Feminino,Parda,Casado/Uniao,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,9.4,100.0,9.5,96.2,0,Aprovado
1,15,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,7.3,82.7,4.1,41.5,0,Aprovado
2,16,Masculino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,7.2,80.9,8.1,89.2,1,Aprovado
1,16,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Privada,Nao,Sim,6.1,82.2,6.5,85.9,0,Aprovado
2,16,Feminino,Branca,Solteiro,Acima de 1 SM,Nao,Sim,Sim,Publica,Nao,Nao,7.1,95.3,7.5,65.9,0,Aprovado
2,21,Masculino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Sim,Sim,4.9,85.8,4.1,78.5,1,Reprovado
1,15,Feminino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Sim,Privada,Nao,Sim,8.8,92.3,7.0,58.4,0,Aprovado
3,17,Feminino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Sim,Publica,Nao,Nao,4.7,70.4,5.2,58.2,1,Reprovado
3,17,Masculino,Parda,Solteiro,Acima de 1 SM,Sim,Sim,Nao,Publica,Nao,Nao,8.0,90.6,7.5,90.8,0,Aprovado
3,20,Feminino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Privada,Sim,Sim,4.5,82.0,5.3,44.9,1,Reprovado
2,16,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Nao,6.4,76.3,6.9,55.1,2,Reprovado
3,17,Feminino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Sim,Publica,Nao,Nao,6.6,82.1,4.7,56.7,0,Em Risco
1,18,Feminino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Sim,Nao,4.8,79.9,3.4,52.5,1,Reprovado
3,17,Feminino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Privada,Nao,Sim,7.5,98.3,8.0,77.8,0,Aprovado
1,15,Masculino,Preta,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,6.4,81.4,6.3,46.8,0,Em Risco
3,17,Masculino,Parda,Solteiro,"0,5-1 SM",Sim,Sim,Nao,Publica,Nao,Nao,5.1,65.1,4.2,46.3,1,Reprovado
1,18,Masculino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Sim,Privada,Sim,Sim,6.2,86.3,5.8,52.5,1,Em Risco
3,17,Feminino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,8.6,95.9,9.0,98.6,0,Aprovado
3,17,Masculino,Preta,Solteiro,"Ate 0,5 SM",Nao,Sim,Sim,Publica,Nao,Sim,6.1,83.0,5.7,39.3,1,Em Risco
1,15,Masculino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Nao,Publica,Nao,Nao,4.7,75.0,4.6,62.8,1,Reprovado
2,16,Masculino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Sim,Publica,Nao,Sim,6.2,88.2,6.4,71.9,0,Aprovado
3,18,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,7.1,86.6,7.3,89.0,0,Aprovado
2,18,Masculino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Privada,Sim,Nao,5.6,90.7,4.0,62.0,1,Em Risco
3,17,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,8.8,96.3,8.7,87.1,0,Aprovado
2,16,Masculino,Branca,Solteiro,"0,5-1 SM",Nao,Sim,Sim,Publica,Nao,Nao,10.0,100.0,9.1,68.2,0,Aprovado
1,19,Masculino,Branca,Solteiro,"0,5-1 SM",Sim,Sim,Sim,Publica,Sim,Nao,5.2,78.8,5.1,62.2,1,Em Risco
1,15,Feminino,Branca,Casado/Uniao,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,5.4,91.6,3.7,48.5,0,Reprovado
1,17,Feminino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Sim,Nao,7.4,94.2,6.8,68.3,1,Aprovado
3,17,Masculino,Branca,Solteiro,Acima de 1 SM,Sim,Sim,Sim,Publica,Nao,Nao,7.0,85.8,7.7,62.3,1,Aprovado
2,16,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,7.9,96.1,7.2,85.0,0,Aprovado
2,19,Feminino,Parda,Solteiro,Acima de 1 SM,Sim,Sim,Sim,Privada,Sim,Nao,6.7,82.3,6.9,88.4,1,Aprovado
2,16,Masculino,Parda,Casado/Uniao,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,6.2,83.5,6.1,63.6,1,Em Risco
2,16,Feminino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Sim,Publica,Nao,Nao,6.6,75.0,7.6,59.4,0,Em Risco
3,18,Masculino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Sim,Publica,Nao,Sim,6.9,83.5,6.8,70.6,0,Aprovado
3,19,Masculino,Parda,Solteiro,"0,5-1 SM",Sim,Sim,Nao,Publica,Sim,Nao,5.2,90.2,5.3,58.9,1,Reprovado
2,16,Masculino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Privada,Nao,Sim,8.2,85.5,9.0,77.4,0,Aprovado
3,17,Feminino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Sim,Publica,Nao,Nao,5.1,72.3,4.8,53.6,1,Reprovado
3,17,Feminino,Parda,Solteiro,Acima de 1 SM,Sim,Sim,Sim,Publica,Nao,Nao,8.1,90.4,7.3,64.7,0,Aprovado
2,16,Masculino,Branca,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,4.0,70.9,4.7,64.0,2,Reprovado
3,17,Feminino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Sim,Publica,Nao,Nao,7.0,88.0,4.5,62.4,1,Aprovado
1,18,Masculino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Sim,Sim,5.0,81.8,6.4,58.6,1,Reprovado
1,15,Masculino,Preta,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,4.5,82.6,5.5,71.5,1,Em Risco
3,22,Feminino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Sim,Publica,Sim,Nao,3.8,77.5,4.7,53.2,1,Reprovado
2,16,Masculino,Preta,Solteiro,"0,5-1 SM",Sim,Sim,Nao,Publica,Nao,Nao,4.6,82.2,5.7,71.0,2,Reprovado
3,17,Feminino,Parda,Solteiro,"Ate 0,5 SM",Sim,Nao,Nao,Publica,Nao,Sim,5.8,83.0,5.3,57.9,0,Em Risco
3,17,Feminino,Branca,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Nao,Sim,5.2,83.8,4.0,42.9,1,Reprovado
1,17,Feminino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Sim,Nao,4.1,79.6,5.6,77.7,1,Reprovado
3,18,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Sim,Publica,Nao,Sim,8.6,90.4,9.3,90.5,1,Aprovado
2,17,Masculino,Parda,Outro,"Ate 0,5 SM",Nao,Nao,Nao,Publica,Nao,Sim,4.6,80.1,5.7,72.1,1,Em Risco
2,16,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Nao,Nao,Publica,Nao,Sim,7.1,87.7,6.3,61.3,0,Aprovado
2,16,Masculino,Preta,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,5.3,81.5,6.3,61.6,2,Em Risco
3,17,Masculino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,5.0,80.0,4.5,64.6,2,Em Risco
1,15,Feminino,Preta,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,5.7,82.7,7.5,69.6,0,Aprovado
2,16,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Privada,Nao,Sim,7.4,82.6,6.3,58.5,0,Aprovado
2,16,Feminino,Branca,Casado/Uniao,"Ate 0,5 SM",Nao,Sim,Nao,Privada,Nao,Sim,4.8,85.7,6.1,69.1,1,Em Risco
3,17,Masculino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Sim,Publica,Nao,Nao,7.4,83.8,7.7,82.8,1,Aprovado
2,16,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,5.2,85.4,3.1,54.5,0,Reprovado
1,15,Feminino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Sim,Publica,Nao,Nao,6.0,77.5,5.5,53.9,0,Aprovado
1,17,Feminino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Nao,Publica,Sim,Nao,6.6,76.0,5.6,58.4,1,Em Risco
1,15,Masculino,Branca,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Nao,Sim,8.8,100.0,6.9,70.3,0,Aprovado
3,17,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Nao,5.3,77.9,4.6,57.3,1,Em Risco
1,19,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Sim,Nao,6.8,97.1,5.4,83.1,1,Em Risco
1,15,Masculino,Preta,Casado/Uniao,"Ate 0,5 SM",Nao,Nao,Nao,Privada,Nao,Sim,8.5,99.6,9.4,90.7,0,Aprovado
3,17,Masculino,Branca,Outro,"Ate 0,5 SM",Nao,Sim,Nao,Privada,Nao,Sim,6.0,83.0,4.7,41.0,2,Em Risco
1,15,Feminino,Branca,Casado/Uniao,"Ate 0,5 SM",Nao,Nao,Sim,Publica,Nao,Sim,7.9,98.7,7.4,64.5,0,Aprovado
3,17,Masculino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,5.4,84.3,3.7,52.6,0,Em Risco
2,16,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,4.9,82.7,3.1,50.9,1,Reprovado
3,19,Feminino,Parda,Solteiro,Acima de 1 SM,Sim,Sim,Sim,Publica,Sim,Nao,6.6,100.0,6.2,83.6,1,Aprovado
1,15,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,8.5,93.1,7.3,76.7,0,Aprovado
1,15,Masculino,Branca,Solteiro,Acima de 1 SM,Sim,Sim,Nao,Publica,Nao,Nao,7.2,78.2,5.6,60.0,0,Em Risco
3,17,Feminino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,4.6,80.4,5.0,55.2,1,Em Risco
3,17,Masculino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,5.7,82.8,5.1,68.6,2,Em Risco
3,22,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Sim,Nao,7.2,96.3,9.0,93.4,1,Aprovado
1,16,Masculino,Branca,Solteiro,Acima de 1 SM,Nao,Sim,Sim,Privada,Nao,Nao,9.2,95.0,10.0,100.0,1,Aprovado
3,17,Feminino,Branca,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Nao,Sim,6.3,94.4,6.7,83.3,0,Aprovado
3,17,Masculino,Parda,Solteiro,"0,5-1 SM",Sim,Sim,Nao,Publica,Nao,Nao,5.2,80.0,3.8,43.4,1,Reprovado
2,16,Masculino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Nao,Publica,Nao,Nao,8.8,100.0,7.9,90.8,0,Aprovado
3,17,Feminino,Branca,Solteiro,"0,5-1 SM",Sim,Sim,Sim,Publica,Nao,Nao,6.3,84.5,4.1,26.4,0,Em Risco
3,18,Masculino,Parda,Casado/Uniao,"Ate 0,5 SM",Sim,Nao,Nao,Privada,Nao,Sim,5.1,83.3,5.4,76.1,1,Em Risco
2,16,Masculino,Outra,Solteiro,Acima de 1 SM,Nao,Sim,Sim,Publica,Nao,Nao,6.0,85.7,4.7,37.4,0,Em Risco
1,15,Masculino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Sim,Publica,Nao,Nao,5.4,74.5,3.9,54.5,0,Reprovado
2,16,Masculino,Preta,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,10.0,98.4,8.9,84.2,0,Aprovado
1,15,Feminino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Privada,Nao,Sim,8.4,96.8,8.3,74.3,0,Aprovado
2,16,Feminino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Nao,Publica,Nao,Nao,5.8,92.4,4.0,60.6,0,Em Risco
2,16,Feminino,Branca,Solteiro,Acima de 1 SM,Nao,Sim,Sim,Publica,Nao,Nao,9.3,86.4,8.2,71.0,0,Aprovado
1,21,Feminino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Sim,Sim,6.1,80.6,7.0,57.5,1,Em Risco
1,15,Masculino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Sim,Publica,Nao,Nao,7.4,85.9,7.2,74.2,0,Aprovado
1,19,Masculino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Sim,Nao,4.5,80.4,2.9,53.7,1,Reprovado
3,18,Feminino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Nao,Sim,5.3,83.0,5.0,74.8,1,Em Risco
3,17,Feminino,Preta,Solteiro,"Ate 0,5 SM",Nao,Nao,Nao,Publica,Nao,Sim,6.1,82.0,6.7,81.6,1,Em Risco
1,15,Masculino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Sim,Publica,Nao,Sim,4.2,81.7,4.9,55.4,1,Em Risco
3,17,Masculino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,5.8,68.7,7.4,80.3,1,Reprovado
2,21,Feminino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Privada,Sim,Sim,5.6,85.0,4.5,65.3,1,Em Risco
1,15,Feminino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Nao,Sim,7.7,89.0,6.0,61.6,0,Aprovado
1,15,Feminino,Preta,Solteiro,"Ate 0,5 SM",Nao,Sim,Sim,Publica,Nao,Sim,6.0,83.6,6.7,82.8,0,Aprovado
2,16,Masculino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,8.6,95.4,8.4,95.6,0,Aprovado
3,19,Feminino,Parda,Solteiro,Acima de 1 SM,Sim,Sim,Sim,Publica,Sim,Nao,3.3,69.3,3.9,36.0,1,Reprovado
2,17,Masculino,Parda,Solteiro,Acima de 1 SM,Sim,Sim,Nao,Publica,Nao,Nao,7.7,85.5,5.7,53.7,1,Aprovado
1,15,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,5.3,86.1,6.8,81.4,1,Em Risco
1,15,Feminino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Nao,Privada,Nao,Nao,7.0,90.6,6.7,65.0,2,Aprovado
2,17,Masculino,Preta,Solteiro,"Ate 0,5 SM",Sim,Nao,Nao,Publica,Nao,Nao,8.6,99.2,10.0,94.0,0,Aprovado
1,15,Masculino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Sim,Publica,Nao,Nao,7.1,84.5,6.0,61.6,2,Aprovado
1,15,Feminino,Preta,Solteiro,Acima de 1 SM,Nao,Sim,Sim,Publica,Nao,Nao,6.9,77.9,7.9,79.2,0,Aprovado
1,15,Feminino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,9.0,92.3,9.2,90.6,0,Aprovado
3,17,Feminino,Branca,Solteiro,"0,5-1 SM",Nao,Sim,Sim,Publica,Nao,Nao,5.6,82.6,5.2,66.3,0,Em Risco
3,18,Masculino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,7.7,88.5,8.4,81.9,0,Aprovado
2,17,Masculino,Branca,Solteiro,"Ate 0,5 SM",Nao,Sim,Sim,Publica,Nao,Sim,6.0,83.5,7.0,63.2,0,Em Risco
3,17,Feminino,Branca,Solteiro,"Ate 0,5 SM",Sim,Nao,Nao,Privada,Nao,Nao,5.8,75.3,5.7,50.2,0,Reprovado
1,15,Feminino,Parda,Solteiro,Acima de 1 SM,Sim,Sim,Nao,Publica,Nao,Nao,4.3,74.9,4.6,62.6,1,Reprovado
2,16,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,7.6,94.7,6.7,59.6,1,Aprovado
1,15,Masculino,Parda,Casado/Uniao,Acima de 1 SM,Sim,Sim,Sim,Privada,Nao,Nao,5.0,90.0,4.3,76.2,1,Em Risco
2,18,Masculino,Branca,Solteiro,Acima de 1 SM,Sim,Sim,Sim,Publica,Sim,Nao,7.2,85.3,6.2,51.6,1,Em Risco
3,17,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Nao,Nao,Privada,Nao,Nao,5.0,66.4,2.4,29.6,2,Reprovado
2,23,Feminino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Sim,Sim,6.8,83.8,5.3,36.5,1,Aprovado
1,16,Masculino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,6.5,88.5,5.1,66.7,1,Aprovado
2,20,Masculino,Preta,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Sim,Sim,4.7,80.9,3.7,62.1,1,Reprovado
1,15,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Nao,Nao,Publica,Nao,Nao,8.3,82.1,4.6,45.4,0,Aprovado
3,17,Masculino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Sim,Publica,Nao,Nao,6.9,80.3,5.9,60.0,1,Aprovado
2,16,Masculino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Sim,Publica,Nao,Nao,6.3,78.9,6.3,67.7,1,Em Risco
2,16,Masculino,Preta,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,7.6,83.9,5.8,67.9,0,Aprovado
2,16,Feminino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Privada,Nao,Nao,4.7,75.9,3.1,38.5,0,Reprovado
2,16,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Nao,Nao,Publica,Nao,Nao,2.9,79.9,3.3,55.0,1,Reprovado
1,15,Feminino,Preta,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,8.0,97.3,7.6,72.2,0,Aprovado
2,16,Masculino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Nao,Publica,Nao,Nao,5.6,75.8,6.6,63.2,1,Em Risco
1,16,Feminino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Nao,Privada,Nao,Nao,7.9,93.7,5.9,37.4,0,Aprovado
3,17,Masculino,Parda,Solteiro,"Ate 0,5 SM",Nao,Nao,Sim,Publica,Nao,Sim,6.6,83.6,7.0,62.2,0,Aprovado
3,17,Feminino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Privada,Nao,Sim,4.6,80.2,4.2,44.5,1,Reprovado
3,22,Feminino,Branca,Solteiro,"0,5-1 SM",Sim,Sim,Sim,Publica,Sim,Nao,6.6,80.1,5.0,47.3,1,Em Risco
2,16,Feminino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Publica,Nao,Sim,5.5,80.4,5.0,53.6,1,Em Risco
2,17,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,5.0,89.9,3.6,43.9,0,Em Risco
1,15,Masculino,Branca,Solteiro,"Ate 0,5 SM",Nao,Nao,Nao,Publica,Nao,Sim,4.8,82.5,5.4,60.1,1,Em Risco
3,17,Feminino,Preta,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,4.2,67.0,3.1,51.4,0,Reprovado
1,15,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,7.0,85.0,7.7,78.4,0,Aprovado
2,16,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Nao,5.2,78.8,6.7,63.1,0,Em Risco
1,15,Masculino,Branca,Casado/Uniao,"Ate 0,5 SM",Nao,Sim,Sim,Privada,Nao,Sim,6.9,96.5,7.2,77.4,0,Aprovado
1,15,Feminino,Branca,Casado/Uniao,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,6.2,92.5,6.6,82.8,0,Aprovado
2,16,Masculino,Parda,Solteiro,"Ate 0,5 SM",Sim,Sim,Nao,Privada,Nao,Sim,4.9,82.6,5.1,61.4,1,Em Risco
1,15,Masculino,Preta,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,4.5,82.4,6.3,74.8,1,Em Risco
3,17,Masculino,Parda,Casado/Uniao,"Ate 0,5 SM",Nao,Sim,Sim,Privada,Nao,Nao,10.0,91.8,9.4,65.9,0,Aprovado
1,19,Masculino,Parda,Solteiro,Acima de 1 SM,Nao,Sim,Sim,Publica,Sim,Nao,6.4,74.9,7.6,79.6,1,Em Risco
1,15,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Sim,Nao,Publica,Nao,Sim,8.8,85.3,6.6,47.9,0,Aprovado
2,16,Feminino,Parda,Solteiro,"Ate 0,5 SM",Nao,Nao,Nao,Publica,Nao,Sim,7.7,90.0,6.0,57.9,0,Aprovado
1,16,Feminino,Parda,Solteiro,Acima de 1 SM,Sim,Sim,Nao,Publica,Nao,Nao,5.8,86.7,3.4,34.6,1,Em Risco
1,16,Feminino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,6.7,81.6,4.2,54.9,0,Em Risco
2,16,Feminino,Parda,Solteiro,"0,5-1 SM",Nao,Sim,Nao,Publica,Nao,Nao,6.6,86.2,3.0,53.4,0,Em Risco
